OBJECTID,FRAREGION,RROWNER1,RROWNER2,TRKRGHTS1,TRKRGHTS2,STRACNET,SIGSYS,PASSNGR,RAIL_TYPE,ABAND_YR,SOURCE,SEGMENT_MILES,FULL_NAME,FULLNAME_ABBR,SHAPE.LEN
4283,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.52903989,Burlington Northen Santa Fe Railway,BNSF,0.00765908605386011
4284,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.2770586,Burlington Northen Santa Fe Railway,BNSF,0.0264085981942301
4285,8,BNSF, ,AMTK, ,S,CTC,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,4.20230945,Burlington Northen Santa Fe Railway,BNSF,0.0790195029672338
4286,8,RRVW, , , , ,Unk, ,A,1999,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.33220564,Red River Valley and Western Railroad,RRVW,0.00702996655719542
4287,8,BNSF, , , , ,Unk, ,A,2002,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.36510247,Burlington Northen Santa Fe Railway,BNSF,0.00783704327340852
4288,8,NPR, ,CPRS, , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,3.53115784,Northern Plains Railroad,NPR,0.0768077192198102
4289,8,DMVW, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.4342704,Dakota Missouri Valley and Western Railroad,DMVW,0.0254845686513921
4290,8,RRVW, , , , ,Unk, ,A,1999,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.25170309,Red River Valley and Western Railroad,RRVW,0.00534005791131988
4291,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.25759024,Burlington Northen Santa Fe Railway,BNSF,0.00472544292211406
4292,8,CPRS, , , , ,TWC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.15878314,Canadian Pacific Railway,CPRS,0.00293038277690765
4293,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.32111286,Burlington Northen Santa Fe Railway,BNSF,0.023213045737383
4294,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.02825572,Burlington Northen Santa Fe Railway,BNSF,0.000588552770892296
4295,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.03994348,Burlington Northen Santa Fe Railway,BNSF,0.000715287888461702
4296,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.07012114,Burlington Northen Santa Fe Railway,BNSF,0.00150906419319238
4297,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.17455268,Burlington Northen Santa Fe Railway,BNSF,0.00375729744664842
4298,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.51304171,Burlington Northen Santa Fe Railway,BNSF,0.0325746781824388
4299,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.03099946,Burlington Northen Santa Fe Railway,BNSF,0.000477694823695003
4300,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.69774509,Burlington Northen Santa Fe Railway,BNSF,0.0126235496750644
4301,8,BNSF, , , , ,Unk, ,A,1992,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.37592202,Burlington Northen Santa Fe Railway,BNSF,0.00775391064684179
4302,8,SOO, , , , ,Unk, ,A,1995,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.54216573,Soo Line Railroad,SOO,0.0115728966359603
4303,8,DMVW, ,CPRS,BNSF, ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.76861019,Dakota Missouri Valley and Western Railroad,DMVW,0.0141497451943013
4304,8,BNSF, ,AMTK, ,S,CTC,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.56355143,Burlington Northen Santa Fe Railway,BNSF,0.0120923568193383
4305,8,DMVW, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.05378851,Dakota Missouri Valley and Western Railroad,DMVW,0.001098528049387
4306,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.1864703,Burlington Northen Santa Fe Railway,BNSF,0.00393345860557221
4307,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,5.64090889,Burlington Northen Santa Fe Railway,BNSF,0.114866210398408
4308,8,RRVW, , , , ,Unk, ,A,1997,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.09622133,Red River Valley and Western Railroad,RRVW,0.00191727144010281
4309,8, , , , , ,Unk, ,O,0,"Sources contained few attributes; could be from TIGER, NTAD or ND_HUB; used imagery to adjust",0.61959274,Unable to resolve name,Unknown,0.0127518427144378
4310,8,BNSF, , , , ,Unk, ,A,1986,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.19021941,Burlington Northen Santa Fe Railway,BNSF,0.00396208317016503
4311,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.98149978,Burlington Northen Santa Fe Railway,BNSF,0.0206860674675921
4312,8,BNSF, ,YSVR, , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.1221828,Burlington Northen Santa Fe Railway,BNSF,0.00178689630839749
4313,8,BNSF, , , ,S,CTC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,6.0863989,Burlington Northen Santa Fe Railway,BNSF,0.126338993258358
4314,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.99263992,Burlington Northen Santa Fe Railway,BNSF,0.0182259153466313
4315,8,BNSF, , , ,S,CTC, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.89233208,Burlington Northen Santa Fe Railway,BNSF,0.0183194886003662
4316,8,BNSF, ,AMTK, ,S,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.0831918,Burlington Northen Santa Fe Railway,BNSF,0.00180044785431292
4317,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.11318198,Burlington Northen Santa Fe Railway,BNSF,0.00241864679007945
4318,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.26529772,Burlington Northen Santa Fe Railway,BNSF,0.00553952406052167
4319,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.0670341,Burlington Northen Santa Fe Railway,BNSF,0.00139961107053143
4320,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.41389584,Burlington Northen Santa Fe Railway,BNSF,0.00871460244627153
4321,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.35939335,Red River Valley and Western Railroad,RRVW,0.00751455571995514
4161,8,BNSF, , , , ,ABS, ,M,0,Primary source was NTAD; adjusted to imagery; additional attributes from ND_HUB,0.22964161,Burlington Northen Santa Fe Railway,BNSF,0.00485346636469699
4162,8,BNSF, , , , ,ABS, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.1844759,Burlington Northen Santa Fe Railway,BNSF,0.00388456846406301
4163,8,BNSF, ,AMTK, , ,Unk, ,A,7777,Primary source was NTAD; adjusted to imagery,0.30746904,Burlington Northen Santa Fe Railway,BNSF,0.00479964697048028
4164,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,6.92881947,Red River Valley and Western Railroad,RRVW,0.106393592184998
4165,8,RRVW, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.08940344,Red River Valley and Western Railroad,RRVW,0.00137538972580731
4166,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,7.03403247,Burlington Northen Santa Fe Railway,BNSF,0.13944359313206
4167,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.07519764,Burlington Northen Santa Fe Railway,BNSF,0.00156981336639296
4168,8,SOO, , , , ,Unk, ,A,1991,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.43768236,Soo Line Railroad,SOO,0.00922883923871676
4169,8,SOO, , , , ,Unk, ,A,1991,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,3.10064274,Soo Line Railroad,SOO,0.0659959040810832
4170,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.67009229,Burlington Northen Santa Fe Railway,BNSF,0.0343618800788723
4171,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,13.44503122,Burlington Northen Santa Fe Railway,BNSF,0.2191824676093
4172,8, , , , , ,Unk, ,O,0,"Sources contained few attributes; could be from TIGER, NTAD or ND_HUB; used imagery to adjust",0.09701329,Unable to resolve name,Unknown,0.00181384978214373
4173,8,MHC, , , , ,MAN, ,A,2007,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,28.87542387,Mohall Central Railroad,MHC,0.487265501927373
4174,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.28951369,Burlington Northen Santa Fe Railway,BNSF,0.00613748191517474
4175,8,BNSF, , , , ,Unk, ,A,2004,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.39413513,Burlington Northen Santa Fe Railway,BNSF,0.00746888473655493
4176,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.80608893,Burlington Northen Santa Fe Railway,BNSF,0.0130481673163948
4177,8,NPR, , , , ,MAN, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.07377414,Northern Plains Railroad,NPR,0.00156049216417193
4178,8,BNSF, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.05557109,Burlington Northen Santa Fe Railway,BNSF,0.001062622045928
4179,8,BNSF, , , , ,Unk, ,A,1984,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,16.53854244,Burlington Northen Santa Fe Railway,BNSF,0.34029244695891
4180,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.01940093,Burlington Northen Santa Fe Railway,BNSF,0.000413992590624518
4181,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.11557979,Burlington Northen Santa Fe Railway,BNSF,0.00248694070300349
4182,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.3396291,Burlington Northen Santa Fe Railway,BNSF,0.0050629279758492
4183,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.03005875,Burlington Northen Santa Fe Railway,BNSF,0.000618235286680565
4184,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.30516391,Burlington Northen Santa Fe Railway,BNSF,0.00660576818329801
4185,8,BNSF, ,, ,,Unk,,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.1163566,Burlington Northen Santa Fe Railway,BNSF,0.00251409577409254
4186,8,CPRS, , , , ,TWC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.51920992,Canadian Pacific Railway,CPRS,0.0108528114076628
4187,8,SOO, , , , ,Unk, ,A,1991,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.44148293,Soo Line Railroad,SOO,0.00920939811911672
4188,8,NPR, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,3.57309745,Northern Plains Railroad,NPR,0.0650536438863201
4189,8, , , , , ,Unk, ,A,2004,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.84056789,Unable to resolve name,Unknown,0.0180421460123258
4190,8, , , , , ,Unk, ,A,2004,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.49507648,Unable to resolve name,Unknown,0.0104941500498846
4191,8,BNSF, , , , ,Unk, ,A,1993,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.30057582,Burlington Northen Santa Fe Railway,BNSF,0.00539369690169366
4192,8,CPRS, , , , ,TWC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.26557971,Canadian Pacific Railway,CPRS,0.0055587868180745
4193,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.49444636,Burlington Northen Santa Fe Railway,BNSF,0.0104331228425174
4194,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.10453873,Burlington Northen Santa Fe Railway,BNSF,0.00203939333687251
4195,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,2.06359219,Burlington Northen Santa Fe Railway,BNSF,0.0301371163980409
4196,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.01892895,Burlington Northen Santa Fe Railway,BNSF,0.000404655947077267
4197,8,RRVW, , , , ,Unk, ,A,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.71097666,Red River Valley and Western Railroad,RRVW,0.0277229292802367
4198,8,BNSF, , , , ,ABS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.50183354,Burlington Northen Santa Fe Railway,BNSF,0.0101137774103633
4199,8, , , , , ,Unk, ,O,0,"Sources contained few attributes; could be from TIGER, NTAD or ND_HUB; used imagery to adjust",0.14978177,Unable to resolve name,Unknown,0.00313309972963916
4200,8,BNSF, , , ,S,CTC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.92878818,Burlington Northen Santa Fe Railway,BNSF,0.0195704900930485
4201,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.06483101,Red River Valley and Western Railroad,RRVW,0.00136615380060416
4202,8, , , , , ,Unk, ,A,1970,Primary source was ND_HUB; adjusted to imagery,21.66827515,Unable to resolve name,Unknown,0.362769835062643
4203,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,4.07207006,Burlington Northen Santa Fe Railway,BNSF,0.0589357048065911
4204,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,2.51881919,Burlington Northen Santa Fe Railway,BNSF,0.0364547279028655
4205,8,BNSF, , , , ,Unk, ,A,2004,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.76078825,Burlington Northen Santa Fe Railway,BNSF,0.0255016567215147
4206,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.24579398,Burlington Northen Santa Fe Railway,BNSF,0.00517210427923801
4207,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.3354343,Burlington Northen Santa Fe Railway,BNSF,0.00500150317757218
4208,8,MHC, , , , ,Unk, ,A,2001,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,12.75316168,Mohall Central Railroad,MHC,0.229402936380692
4210,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.09938628,Burlington Northen Santa Fe Railway,BNSF,0.00212471249561792
4211,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.15777816,Burlington Northen Santa Fe Railway,BNSF,0.00340974596216304
4212,8,BNSF, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,1.02549389,Unable to resolve name,Unknown,0.0148461529336009
4213,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.47454756,Burlington Northen Santa Fe Railway,BNSF,0.00689489140430893
4214,8,RRVW, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.1969709,Red River Valley and Western Railroad,RRVW,0.00341134210557056
4215,8,BNSF, , , ,S,CTC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.30170811,Burlington Northen Santa Fe Railway,BNSF,0.00584552703136107
4216,8,BNSF, , , , ,Unk, ,A,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.18240158,Burlington Northen Santa Fe Railway,BNSF,0.0030089635921415
4217,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.36013608,Burlington Northen Santa Fe Railway,BNSF,0.00521015752484306
4218,8,BNSF, , , , ,MAN, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.35037754,Burlington Northen Santa Fe Railway,BNSF,0.00645707027403235
4219,8,RRVW, , , , ,Unk, ,A,2002,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.07913014,Red River Valley and Western Railroad,RRVW,0.00157774730631142
4220,8,BNSF, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.10602187,Burlington Northen Santa Fe Railway,BNSF,0.00223543999144097
4209,8,RRVW, , , , ,Unk, ,A,1997,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.11656704,Red River Valley and Western Railroad,RRVW,0.00239026528109538
4221,8,BNSF, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.08343749,Burlington Northen Santa Fe Railway,BNSF,0.00174594048118299
4222,8,BNSF, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.01444303,Burlington Northen Santa Fe Railway,BNSF,0.00027514993087105
4223,8,BNSF, , , , ,ABS, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.15156598,Burlington Northen Santa Fe Railway,BNSF,0.00302121433427521
4224,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,5.84069136,Red River Valley and Western Railroad,RRVW,0.122180630499212
4225,8,BNSF, , , , ,MAN, ,A,1998,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,12.71992,Burlington Northen Santa Fe Railway,BNSF,0.212680860293646
4226,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,5.7594946,Red River Valley and Western Railroad,RRVW,0.120241860671351
4227,8,BNSF, , , , ,ABS, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.24851969,Burlington Northen Santa Fe Railway,BNSF,0.0260385952980417
4228,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.11718989,Burlington Northen Santa Fe Railway,BNSF,0.00247268964687728
4229,8,RRVW, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.34080807,Red River Valley and Western Railroad,RRVW,0.0055509175287953
4230,8,BNSF, , , , ,ABS, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.11374004,Burlington Northen Santa Fe Railway,BNSF,0.002394211017752
4231,8,BNSF, , , , ,MAN, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.41977813,Burlington Northen Santa Fe Railway,BNSF,0.00690039782796831
4232,8,BNSF, ,AMTK, ,S,CTC,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.02277101,Burlington Northen Santa Fe Railway,BNSF,0.000489874249582482
4233,8,CPRS, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.36096224,Canadian Pacific Railway,CPRS,0.00671387581509499
4234,8,RRVW, , , , ,Unk, ,A,1997,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.09670636,Red River Valley and Western Railroad,RRVW,0.00143346640632614
4235,8,RRVW, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.24298133,Red River Valley and Western Railroad,RRVW,0.00395717973071275
4236,8,BNSF, , , ,S,CTC, ,M,0,Primary source was NTAD; adjusted to imagery,0.26154103,Burlington Northen Santa Fe Railway,BNSF,0.00534765557664257
4237,8,BNSF, ,AMTK,,S,CTC,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,20.80101442,Burlington Northen Santa Fe Railway,BNSF,0.398850039729022
4238,8,RRVW, , , , ,Unk, ,A,1999,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.30859905,Red River Valley and Western Railroad,RRVW,0.00651303874385344
4239,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.02112392,Burlington Northen Santa Fe Railway,BNSF,0.000420266757631388
4240,8,BNSF, , , , ,MAN, ,A,2012,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.40653442,Burlington Northen Santa Fe Railway,BNSF,0.00588058806231604
4241,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.46535037,Burlington Northen Santa Fe Railway,BNSF,0.00936429374229305
4242,8,BNSF, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.1227965,Burlington Northen Santa Fe Railway,BNSF,0.00255495995702152
4243,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.66284265,Red River Valley and Western Railroad,RRVW,0.0129235713997976
4244,8,BNSF, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.20600718,Burlington Northen Santa Fe Railway,BNSF,0.00317135854543979
4245,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.04898342,Burlington Northen Santa Fe Railway,BNSF,0.00103404533556948
4246,8,CPRS, , , , ,OCS, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,8.97229233,Canadian Pacific Railway,CPRS,0.167111498953878
4247,8,CPRS, , , , ,TWC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.34818217,Canadian Pacific Railway,CPRS,0.00645694341596153
4248,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,7.00285863,Burlington Northen Santa Fe Railway,BNSF,0.116337137011862
4249,8,BNSF, , , , ,Unk, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.00982928,Burlington Northen Santa Fe Railway,BNSF,0.000163142607929382
4250,8,RRVW, , , , ,Unk, ,A,2000,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.80946017,Red River Valley and Western Railroad,RRVW,0.0169379303868147
4251,8,BNSF, , , , ,MAN, ,O,0,Primary source was NTAD; adjusted to imagery,0.32400303,Burlington Northen Santa Fe Railway,BNSF,0.00470478492336387
4252,8,BNSF, , , , ,Unk, ,A,1993,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.39782498,Burlington Northen Santa Fe Railway,BNSF,0.00742399986647968
4253,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.29824854,Burlington Northen Santa Fe Railway,BNSF,0.00532331314387484
4254,8,RRVW, , , , ,Unk, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.33172072,Red River Valley and Western Railroad,RRVW,0.00699807077148423
4255,8,NPR, ,CPRS, , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,21.62437665,Northern Plains Railroad,NPR,0.469926490954155
4256,8,RRVW, , , , ,Unk, ,A,1999,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.31266737,Red River Valley and Western Railroad,RRVW,0.00625041319242496
4257,8,BNSF, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.37409742,Burlington Northen Santa Fe Railway,BNSF,0.020533815050237
4258,8,BNSF, ,AMTK, , ,ABS,A,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.3705895,Burlington Northen Santa Fe Railway,BNSF,0.0198359754388033
4259,8,BNSF, , , ,S,CTC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.42215928,Burlington Northen Santa Fe Railway,BNSF,0.00852937002189421
4261,8,DMVW, , , , ,Unk, ,O,0,Primary source was NTAD; adjusted to imagery,0.3061962,Dakota Missouri Valley and Western Railroad,DMVW,0.00636382640316072
4262,8,CPRS, ,RL, , ,TWC, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.33460338,Canadian Pacific Railway,CPRS,0.00695837251086775
4263,8,DMVW, , , , ,MAN, ,M,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,0.35436909,Dakota Missouri Valley and Western Railroad,DMVW,0.00627891317004
4264,8,BNSF, , , , ,ABS, ,O,0,Primary source was TIGER; imagery used for adjustments; NTAD/NDHUB used for additional attributes,1.56600335,Burlington Northen Santa Fe Railway,BNSF,0.0303722941671338
